param_set_id,time_step,neuron_1_activation
1,1,0.0
1,2,0.06413609678497917
1,3,0.12412907923373881
1,4,0.11183504389735574
1,5,0.1714447099246789
1,6,0.20443624131639004
1,7,0.3421901739127211
1,8,0.35486644751071167
1,9,0.5191277915122519
1,10,0.6724116662769525
1,11,0.6359671433803846
1,12,0.6097359950346118
1,13,0.7118688486526995
1,14,0.831410015997119
1,15,0.8005908225815216
1,16,0.9074769022380388
1,17,0.912361354132072
1,18,1.0
1,19,0.8974641494182882
1,20,0.9181353694817036
1,21,0.9226986830463241
1,22,1.0
1,23,0.950129702204085
1,24,1.0
1,25,1.0
1,26,1.0
1,27,0.9605244249725865
1,28,0.9278072343969187
1,29,0.960080230266663
1,30,1.0
1,31,0.9831672967709694
1,32,1.0
1,33,1.0
1,34,1.0
1,35,0.9892268089536836
1,36,1.0
1,37,0.9880621878832035
1,38,0.9636513707708612
1,39,0.8247527695097996
1,40,0.8406522516435018
1,41,0.8818861310251227
1,42,0.9026648618064623
1,43,0.9397815078521649
1,44,0.9291915985395496
1,45,0.962368949853091
1,46,1.0
1,47,0.9498207070463578
1,48,0.8692068144939272
1,49,0.9381085330936558
1,50,0.7904631679032357
1,51,0.7322611737764902
1,52,0.7995040382502595
1,53,0.8730446379225193
1,54,0.9421834909212766
1,55,0.8887898678254865
1,56,0.8572538720929348
1,57,0.9744679148843689
1,58,0.9450045615779654
1,59,0.9048994062988087
1,60,0.740443349952147
1,61,0.8270851061367493
1,62,0.8631836288471336
1,63,0.9240333611002235
1,64,1.0
1,65,0.8713626082205246
1,66,0.8710990724576522
1,67,0.9338504410810133
1,68,0.9007550206464995
1,69,0.8456945317418134
1,70,0.8414286980150901
1,71,0.8527684588746682
1,72,0.8732508829795065
1,73,0.9787684372175687
1,74,1.0
1,75,1.0
1,76,1.0
1,77,0.9517853383869453
1,78,0.967949131831742
1,79,1.0
1,80,1.0
1,81,0.9971770023411335
1,82,0.8248151141211956
1,83,0.8081083434312263
1,84,0.8093042649983393
1,85,0.8361682489499678
1,86,0.9926435541828019
1,87,1.0
1,88,1.0
1,89,1.0
1,90,0.9193717318425324
1,91,0.9283180098109786
1,92,0.8650232326277079
1,93,0.8438612414094304
1,94,0.9348386039665303
1,95,0.9527046881345237
1,96,0.9049326211855824
1,97,0.8984775531851881
1,98,0.8253904449436149
1,99,0.869217824360619
1,100,1.0
